Begin Time (s)	End Time (s)	Begin File	File Offset (s)	Begin Path	Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	comment	selec.file	duration	indx.row	ovlp.sels
7366.049296371	7366.130351175	LAGCHIMU_20190809_000000_5min_cut.wav	166.049296371	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_000000_5min_cut.wav	630	Spectrogram 1	1	2223.793	2359.517	NA	LAGCHIMU_20190809_000000_5min_cut.Table.1.selections.txt	0.0810548039999901	NA	NA
7369.457667776	7369.506879622	LAGCHIMU_20190809_000000_5min_cut.wav	169.457667776	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_000000_5min_cut.wav	631	Spectrogram 1	1	2129.83	2317.756	NA	LAGCHIMU_20190809_000000_5min_cut.Table.1.selections.txt	0.0492118460000199	NA	NA
7369.527143323	7369.587934426	LAGCHIMU_20190809_000000_5min_cut.wav	169.527143323	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_000000_5min_cut.wav	632	Spectrogram 1	1	2192.472	2338.636	NA	LAGCHIMU_20190809_000000_5min_cut.Table.1.selections.txt	0.0607911030000139	NA	NA
7372.944755578	7372.996862238	LAGCHIMU_20190809_000000_5min_cut.wav	172.944755578	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_000000_5min_cut.wav	633	Spectrogram 1	1	1983.665	2307.315	NA	LAGCHIMU_20190809_000000_5min_cut.Table.1.selections.txt	0.0521066599999926	NA	NA
7378.750526386	7378.799738231	LAGCHIMU_20190809_000000_5min_cut.wav	178.750526386	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_000000_5min_cut.wav	634	Spectrogram 1	1	2004.545	2349.077	NA	LAGCHIMU_20190809_000000_5min_cut.Table.1.selections.txt	0.0492118450000021	NA	NA
7383.765814572	7383.832395304	LAGCHIMU_20190809_000000_5min_cut.wav	183.765814572	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_000000_5min_cut.wav	635	Spectrogram 1	1	2192.472	2359.517	NA	LAGCHIMU_20190809_000000_5min_cut.Table.1.selections.txt	0.0665807319999772	NA	NA
7386.216648289	7386.265860135	LAGCHIMU_20190809_000000_5min_cut.wav	186.216648289	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_000000_5min_cut.wav	636	Spectrogram 1	1	2182.031	2317.756	NA	LAGCHIMU_20190809_000000_5min_cut.Table.1.selections.txt	0.0492118459999915	NA	NA
7388.928669006	7388.992354923	LAGCHIMU_20190809_000000_5min_cut.wav	188.928669006	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_000000_5min_cut.wav	637	Spectrogram 1	1	2190.557	2359.061	NA	LAGCHIMU_20190809_000000_5min_cut.Table.1.selections.txt	0.0636859169999866	NA	NA
7459.850188447	7459.905189921	LAGCHIMU_20190809_000000_5min_cut.wav	259.850188447	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_000000_5min_cut.wav	638	Spectrogram 1	1	1910.582	2286.435	NA	LAGCHIMU_20190809_000000_5min_cut.Table.1.selections.txt	0.0550014739999938	NA	NA
7467.242995353	7467.324050157	LAGCHIMU_20190809_000000_5min_cut.wav	267.242995353	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_000000_5min_cut.wav	639	Spectrogram 1	1	2219.443	2387.948	NA	LAGCHIMU_20190809_000000_5min_cut.Table.1.selections.txt	0.0810548039999617	NA	NA
7513.179153727	7513.265825517	LAGCHIMU_20190809_020000_5min_cut.wav	13.179153727	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	640	Spectrogram 1	1	2053.1	2499.4	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0866717900000005	NA	NA
7567.55180447	7567.624030962	LAGCHIMU_20190809_020000_5min_cut.wav	67.55180447	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	641	Spectrogram 1	1	2082.9	2480.5	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0722264920000129	NA	NA
7616.342206657	7616.407210499	LAGCHIMU_20190809_020000_5min_cut.wav	116.342206657	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	642	Spectrogram 1	1	2082.9	2410.2	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0650038419999959	NA	NA
7620.623672517	7620.703121658	LAGCHIMU_20190809_020000_5min_cut.wav	120.623672517	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	643	Spectrogram 1	1	2023.4	2469.7	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0794491409999978	NA	NA
7624.198883841	7624.256665034	LAGCHIMU_20190809_020000_5min_cut.wav	124.198883841	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	644	Spectrogram 1	1	1940	2312.3	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0577811929999967	NA	NA
7624.4351768	7624.500180643	LAGCHIMU_20190809_020000_5min_cut.wav	124.4351768	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	645	Spectrogram 1	1	1963.8	2201.9	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0650038429999995	NA	NA
7630.588884521	7630.646665715	LAGCHIMU_20190809_020000_5min_cut.wav	130.588884521	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	646	Spectrogram 1	1	2042.1	2420.4	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0577811940000004	NA	NA
7633.145702317	7633.196260861	LAGCHIMU_20190809_020000_5min_cut.wav	133.145702317	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	648	Spectrogram 1	1	2090.1	2469.7	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0505585440000118	NA	NA
7633.275710001	7633.340713844	LAGCHIMU_20190809_020000_5min_cut.wav	133.275710001	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	647	Spectrogram 1	1	1963.8	2469.7	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0650038429999995	NA	NA
7635.981475155	7636.032033698	LAGCHIMU_20190809_020000_5min_cut.wav	135.981475155	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	649	Spectrogram 1	1	2084.1	2350.7	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.050558542999994	NA	NA
7640.310100529	7640.382327021	LAGCHIMU_20190809_020000_5min_cut.wav	140.310100529	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	650	Spectrogram 1	1	1993.6	2324.3	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0722264919999986	NA	NA
7642.050758972	7642.108540165	LAGCHIMU_20190809_020000_5min_cut.wav	142.050758972	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	651	Spectrogram 1	1	2096.1	2402.4	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0577811929999825	NA	NA
7644.654925947	7644.698261842	LAGCHIMU_20190809_020000_5min_cut.wav	144.654925947	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	652	Spectrogram 1	1	2023.4	2380.4	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0433358949999842	NA	NA
7645.918889546	7645.96944809	LAGCHIMU_20190809_020000_5min_cut.wav	145.918889546	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	653	Spectrogram 1	1	1946	2320.9	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0505585439999834	NA	NA
7648.092906937	7648.172356078	LAGCHIMU_20190809_020000_5min_cut.wav	148.092906937	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	654	Spectrogram 1	1	1921.9	2384.4	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0794491409999978	NA	NA
7650.673070986	7650.738074828	LAGCHIMU_20190809_020000_5min_cut.wav	150.673070986	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	655	Spectrogram 1	1	1963.8	2320.9	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0650038420000101	NA	NA
7652.442620025	7652.507623867	LAGCHIMU_20190809_020000_5min_cut.wav	152.442620025	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	656	Spectrogram 1	1	2053.1	2439.9	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0650038420000101	NA	NA
7655.632381519	7655.682940063	LAGCHIMU_20190809_020000_5min_cut.wav	155.632381519	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	657	Spectrogram 1	1	2120.1	2439.9	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0505585439999834	NA	NA
7656.889122469	7656.932458364	LAGCHIMU_20190809_020000_5min_cut.wav	156.889122469	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	658	Spectrogram 1	1	1934.1	2350.7	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0433358950000127	NA	NA
7659.106475755	7659.214815492	LAGCHIMU_20190809_020000_5min_cut.wav	159.106475755	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	659	Spectrogram 1	1	2082.9	2499.4	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.108339737000023	NA	NA
7661.303319196	7661.397213635	LAGCHIMU_20190809_020000_5min_cut.wav	161.303319196	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	660	Spectrogram 1	1	2142.4	2469.7	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0938944390000245	NA	NA
7662.928415252	7662.978973796	LAGCHIMU_20190809_020000_5min_cut.wav	162.928415252	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	661	Spectrogram 1	1	1993.6	2350.7	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0505585439999834	NA	NA
7664.856862572	7664.914643766	LAGCHIMU_20190809_020000_5min_cut.wav	164.856862572	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	662	Spectrogram 1	1	2023.4	2499.4	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0577811940000004	NA	NA
7665.037428801	7665.087987345	LAGCHIMU_20190809_020000_5min_cut.wav	165.037428801	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	663	Spectrogram 1	1	1963.8	2291.1	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0505585439999834	NA	NA
7669.196124617	7669.239460512	LAGCHIMU_20190809_020000_5min_cut.wav	169.196124617	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	664	Spectrogram 1	1	2053.1	2320.9	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0433358949999842	NA	NA
7672.966342753	7673.060237192	LAGCHIMU_20190809_020000_5min_cut.wav	172.966342753	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	665	Spectrogram 1	1	2082.9	2410.2	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0938944389999961	NA	NA
7674.721446494	7674.808118284	LAGCHIMU_20190809_020000_5min_cut.wav	174.721446494	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	666	Spectrogram 1	1	2082.9	2439.9	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0866717899999969	NA	NA
7679.756224818	7679.814006012	LAGCHIMU_20190809_020000_5min_cut.wav	179.756224818	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	667	Spectrogram 1	1	2102.1	2529.2	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0577811940000004	NA	NA
7681.179086699	7681.229645243	LAGCHIMU_20190809_020000_5min_cut.wav	181.179086699	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_020000_5min_cut.wav	668	Spectrogram 1	1	1933.9	2291.1	NA	LAGCHIMU_20190809_020000_5min_cut.Table.1.selections.txt	0.0505585439999834	NA	NA
7838.521845746	7838.591321293	LAGCHIMU_20190809_220000_5min_cut.wav	38.521845746	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	669	Spectrogram 1	1	2077.628	2359.517	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.0694755470000032	NA	NA
7842.299599713	7842.351706373	LAGCHIMU_20190809_220000_5min_cut.wav	42.299599713	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	670	Spectrogram 1	1	2056.747	2307.315	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.0521066599999997	NA	NA
7845.945429323	7846.061221901	LAGCHIMU_20190809_220000_5min_cut.wav	45.945429323	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	671	Spectrogram 1	1	2150.71	2443.04	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.115792578000004	NA	NA
7851.32874962	7851.404014796	LAGCHIMU_20190809_220000_5min_cut.wav	51.32874962	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	672	Spectrogram 1	1	2150.71	2317.756	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.0752651759999949	NA	NA
7853.957138811	7854.043983244	LAGCHIMU_20190809_220000_5min_cut.wav	53.957138811	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	673	Spectrogram 1	1	2192.472	2390.838	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.0868444330000031	NA	NA
7856.915639171	7856.985114717	LAGCHIMU_20190809_220000_5min_cut.wav	56.915639171	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	674	Spectrogram 1	1	2098.509	2359.517	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.0694755459999996	NA	NA
7863.503903362	7863.613906311	LAGCHIMU_20190809_220000_5min_cut.wav	63.503903362	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	675	Spectrogram 1	1	2140.27	2359.517	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.110002948999998	NA	NA
7865.877651204	7865.935547493	LAGCHIMU_20190809_220000_5min_cut.wav	65.877651204	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	676	Spectrogram 1	1	2067.187	2317.756	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.0578962889999985	NA	NA
7896.386537611	7896.450223529	LAGCHIMU_20190809_220000_5min_cut.wav	96.386537611	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	677	Spectrogram 1	1	2119.389	2307.315	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.0636859180000044	NA	NA
7935.889500817	7935.982134879	LAGCHIMU_20190809_220000_5min_cut.wav	135.889500817	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	678	Spectrogram 1	1	2088.068	2338.636	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.0926340620000019	NA	NA
7939.316961116	7939.363278147	LAGCHIMU_20190809_220000_5min_cut.wav	139.316961116	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	679	Spectrogram 1	1	2098.509	2349.077	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.046317031000001	NA	NA
7941.550270989	7941.625536165	LAGCHIMU_20190809_220000_5min_cut.wav	141.550270989	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	680	Spectrogram 1	1	2234.233	2380.398	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.0752651759999878	NA	NA
7942.78203449	7942.851510036	LAGCHIMU_20190809_220000_5min_cut.wav	142.78203449	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	681	Spectrogram 1	1	2098.509	2443.04	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.0694755460000067	NA	NA
7950.614576972	7950.695631776	LAGCHIMU_20190809_220000_5min_cut.wav	150.614576972	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	682	Spectrogram 1	1	2140.27	2338.636	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.0810548039999901	NA	NA
7957.588978509	7957.693191829	LAGCHIMU_20190809_220000_5min_cut.wav	157.588978509	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	683	Spectrogram 1	1	2150.71	2380.398	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.104213320000014	NA	NA
7961.947096535	7961.999203195	LAGCHIMU_20190809_220000_5min_cut.wav	161.947096535	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	684	Spectrogram 1	1	2108.949	2338.636	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.0521066600000211	NA	NA
7969.051864058	7969.132918862	LAGCHIMU_20190809_220000_5min_cut.wav	169.051864058	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	685	Spectrogram 1	1	2129.83	2328.196	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.0810548039999901	NA	NA
7972.216628351	7972.297683156	LAGCHIMU_20190809_220000_5min_cut.wav	172.216628351	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	686	Spectrogram 1	1	2234.233	2380.398	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.0810548050000079	NA	NA
7978.538529292	7978.642742612	LAGCHIMU_20190809_220000_5min_cut.wav	178.538529292	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	687	Spectrogram 1	1	2171.591	2380.398	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.104213320000014	NA	NA
7981.589663714	7981.65913926	LAGCHIMU_20190809_220000_5min_cut.wav	181.589663714	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	688	Spectrogram 1	1	2108.949	2338.636	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.0694755459999783	NA	NA
8009.956173016	8010.037227821	LAGCHIMU_20190809_220000_5min_cut.wav	209.956173016	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	689	Spectrogram 1	1	2088.068	2328.196	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.0810548049999795	NA	NA
8073.914894731	8073.995949535	LAGCHIMU_20190809_220000_5min_cut.wav	273.914894731	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	690	Spectrogram 1	1	2129.83	2286.435	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.0810548040000185	NA	NA
8077.104980245	8077.168666163	LAGCHIMU_20190809_220000_5min_cut.wav	277.104980245	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	691	Spectrogram 1	1	2067.187	2369.957	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.0636859180000329	NA	NA
8080.148899602	8080.224164777	LAGCHIMU_20190809_220000_5min_cut.wav	280.148899602	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	692	Spectrogram 1	1	2213.352	2390.838	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.0752651750000268	NA	NA
8084.636816308	8084.712081483	LAGCHIMU_20190809_220000_5min_cut.wav	284.636816308	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	693	Spectrogram 1	1	2148.289	2332.85	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.0752651750000268	NA	NA
8088.794213695	8088.860794427	LAGCHIMU_20190809_220000_5min_cut.wav	288.794213695	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	694	Spectrogram 1	1	2118.759	2347.615	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.0665807319999772	NA	NA
8088.889742571	8088.959218118	LAGCHIMU_20190809_220000_5min_cut.wav	288.889742571	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190809_220000_5min_cut.wav	695	Spectrogram 1	1	2163.054	2325.467	NA	LAGCHIMU_20190809_220000_5min_cut.Table.1.selections.txt	0.0694755470000246	NA	NA
8103.502725474	8103.566411392	LAGCHIMU_20190812_190000_5min_cut.wav	3.502725474	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190812_190000_5min_cut.wav	696	Spectrogram 1	1	2044.935	2384.527	NA	LAGCHIMU_20190812_190000_5min_cut.Table.1.selections.txt	0.063685918	NA	NA
8126.636128533	8126.75771074	LAGCHIMU_20190812_190000_5min_cut.wav	26.636128533	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190812_190000_5min_cut.wav	697	Spectrogram 1	1	2148.289	2303.32	NA	LAGCHIMU_20190812_190000_5min_cut.Table.1.selections.txt	0.121582206999999	NA	NA
8129.722000728	8129.803055532	LAGCHIMU_20190812_190000_5min_cut.wav	29.722000728	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//LAGCHIMU_20190812_190000_5min_cut.wav	698	Spectrogram 1	1	2244.26	2347.615	NA	LAGCHIMU_20190812_190000_5min_cut.Table.1.selections.txt	0.0810548039999972	NA	NA
