"site_date_hour","call_rate","n_call","rec_time","hour","month","year","site"
"LAGCHIMU_20191108_010000",0,0,20,1,11,2019,"LAGCHIMU"
"LAGCHIMU_20191108_020000",0,0,20,2,11,2019,"LAGCHIMU"
"LAGCHIMU_20191108_030000",0.333333333333333,1,20,3,11,2019,"LAGCHIMU"
"LAGCHIMU_20191108_040000",0.666666666666667,2,20,4,11,2019,"LAGCHIMU"
"LAGCHIMU_20191108_170000",2.33333333333333,7,20,17,11,2019,"LAGCHIMU"
"LAGCHIMU_20191108_180000",3,9,20,18,11,2019,"LAGCHIMU"
"LAGCHIMU_20191108_190000",10.3333333333333,31,20,19,11,2019,"LAGCHIMU"
"LAGCHIMU_20191108_200000",8.66666666666667,26,20,20,11,2019,"LAGCHIMU"
"LAGCHIMU_20191108_210000",9.66666666666667,29,20,21,11,2019,"LAGCHIMU"
"LAGCHIMU_20191108_220000",4,12,20,22,11,2019,"LAGCHIMU"
"LAGCHIMU_20191108_230000",0,0,20,23,11,2019,"LAGCHIMU"
"LAGCHIMU_20191109_000000",0,0,20,0,11,2019,"LAGCHIMU"
"LAGCHIMU_20191109_010000",0,0,20,1,11,2019,"LAGCHIMU"
"LAGCHIMU_20191109_020000",2.33333333333333,7,20,2,11,2019,"LAGCHIMU"
"LAGCHIMU_20191109_030000",7.66666666666667,23,20,3,11,2019,"LAGCHIMU"
"LAGCHIMU_20191109_040000",0,0,20,4,11,2019,"LAGCHIMU"
"LAGCHIMU_20191109_170000",0,0,20,17,11,2019,"LAGCHIMU"
"LAGCHIMU_20191109_180000",5,15,20,18,11,2019,"LAGCHIMU"
"LAGCHIMU_20191109_190000",7,21,20,19,11,2019,"LAGCHIMU"
"LAGCHIMU_20191109_200000",21.6666666666667,65,20,20,11,2019,"LAGCHIMU"
"LAGCHIMU_20191109_210000",11.6666666666667,35,20,21,11,2019,"LAGCHIMU"
"LAGCHIMU_20191109_220000",5,15,20,22,11,2019,"LAGCHIMU"
"LAGCHIMU_20191109_230000",0,0,20,23,11,2019,"LAGCHIMU"
"LAGCHIMU_20191110_000000",0,0,20,0,11,2019,"LAGCHIMU"
"LAGCHIMU_20191110_010000",0,0,20,1,11,2019,"LAGCHIMU"
"LAGCHIMU_20191110_020000",0,0,20,2,11,2019,"LAGCHIMU"
"LAGCHIMU_20191110_030000",0,0,20,3,11,2019,"LAGCHIMU"
"LAGCHIMU_20191110_040000",4,12,20,4,11,2019,"LAGCHIMU"
"LAGCHIMU_20191110_170000",0,0,20,17,11,2019,"LAGCHIMU"
"LAGCHIMU_20191110_180000",0,0,20,18,11,2019,"LAGCHIMU"
"LAGCHIMU_20191110_190000",0,0,20,19,11,2019,"LAGCHIMU"
"LAGCHIMU_20191110_200000",5,15,20,20,11,2019,"LAGCHIMU"
"LAGCHIMU_20191110_210000",3.33333333333333,10,20,21,11,2019,"LAGCHIMU"
"LAGCHIMU_20191110_220000",7.66666666666667,23,20,22,11,2019,"LAGCHIMU"
"LAGCHIMU_20191110_230000",0,0,20,23,11,2019,"LAGCHIMU"
"LAGCHIMU_20191111_000000",0,0,20,0,11,2019,"LAGCHIMU"
"LAGCHIMU_20191111_010000",0,0,20,1,11,2019,"LAGCHIMU"
"LAGCHIMU_20191111_020000",0,0,20,2,11,2019,"LAGCHIMU"
"LAGCHIMU_20191111_030000",0.333333333333333,1,20,3,11,2019,"LAGCHIMU"
"LAGCHIMU_20191111_040000",2.66666666666667,8,20,4,11,2019,"LAGCHIMU"
"LAGCHIMU_20191111_170000",0,0,20,17,11,2019,"LAGCHIMU"
"LAGCHIMU_20191111_180000",0,0,20,18,11,2019,"LAGCHIMU"
"LAGCHIMU_20191111_190000",1.33333333333333,4,20,19,11,2019,"LAGCHIMU"
"LAGCHIMU_20191111_200000",7.66666666666667,23,20,20,11,2019,"LAGCHIMU"
"LAGCHIMU_20191111_210000",1,3,20,21,11,2019,"LAGCHIMU"
"LAGCHIMU_20191111_220000",8,24,20,22,11,2019,"LAGCHIMU"
"LAGCHIMU_20191111_230000",3.33333333333333,10,20,23,11,2019,"LAGCHIMU"
"LAGCHIMU_20191112_000000",1,3,20,0,11,2019,"LAGCHIMU"
"LAGCHIMU_20191112_010000",0,0,20,1,11,2019,"LAGCHIMU"
"LAGCHIMU_20191112_020000",0,0,20,2,11,2019,"LAGCHIMU"
"LAGCHIMU_20191112_030000",1.66666666666667,5,20,3,11,2019,"LAGCHIMU"
"LAGCHIMU_20191112_040000",1,3,20,4,11,2019,"LAGCHIMU"
"LAGCHIMU_20191112_170000",2,6,20,17,11,2019,"LAGCHIMU"
"LAGCHIMU_20191112_180000",4.66666666666667,14,20,18,11,2019,"LAGCHIMU"
"LAGCHIMU_20191112_190000",5.33333333333333,16,20,19,11,2019,"LAGCHIMU"
"LAGCHIMU_20191112_200000",3.33333333333333,10,20,20,11,2019,"LAGCHIMU"
"LAGCHIMU_20191112_210000",5.33333333333333,16,20,21,11,2019,"LAGCHIMU"
"LAGCHIMU_20191112_220000",0.333333333333333,1,20,22,11,2019,"LAGCHIMU"
"LAGCHIMU_20191112_230000",0.666666666666667,2,20,23,11,2019,"LAGCHIMU"
"LAGCHIMU_20191113_000000",0,0,20,0,11,2019,"LAGCHIMU"
"LAGCHIMU_20191113_010000",4,12,20,1,11,2019,"LAGCHIMU"
"LAGCHIMU_20191113_020000",0.333333333333333,1,20,2,11,2019,"LAGCHIMU"
"LAGCHIMU_20191113_030000",1,3,20,3,11,2019,"LAGCHIMU"
"LAGCHIMU_20191113_040000",0,0,20,4,11,2019,"LAGCHIMU"
"LAGCHIMU_20191113_170000",0,0,20,17,11,2019,"LAGCHIMU"
"LAGCHIMU_20191113_180000",4.33333333333333,13,20,18,11,2019,"LAGCHIMU"
"LAGCHIMU_20191113_190000",2.33333333333333,7,20,19,11,2019,"LAGCHIMU"
"LAGCHIMU_20191113_200000",9.33333333333333,28,20,20,11,2019,"LAGCHIMU"
"LAGCHIMU_20191113_210000",8.66666666666667,26,20,21,11,2019,"LAGCHIMU"
"LAGCHIMU_20191113_220000",0,0,20,22,11,2019,"LAGCHIMU"
"LAGCHIMU_20191113_230000",0,0,20,23,11,2019,"LAGCHIMU"
"LAGCHIMU_20191114_000000",0,0,20,0,11,2019,"LAGCHIMU"
"LAGCHIMU_20191114_010000",0,0,20,1,11,2019,"LAGCHIMU"
"LAGCHIMU_20191114_020000",0,0,20,2,11,2019,"LAGCHIMU"
"LAGCHIMU_20191114_030000",0,0,20,3,11,2019,"LAGCHIMU"
"LAGCHIMU_20191114_040000",0,0,20,4,11,2019,"LAGCHIMU"
"LAGCHIMU_20191114_170000",0.333333333333333,1,20,17,11,2019,"LAGCHIMU"
"LAGCHIMU_20191114_180000",1.33333333333333,4,20,18,11,2019,"LAGCHIMU"
"LAGCHIMU_20191114_190000",3.66666666666667,11,20,19,11,2019,"LAGCHIMU"
"LAGCHIMU_20191114_200000",6.66666666666667,20,20,20,11,2019,"LAGCHIMU"
"LAGCHIMU_20191114_210000",6.33333333333333,19,20,21,11,2019,"LAGCHIMU"
"LAGCHIMU_20191114_220000",4,12,20,22,11,2019,"LAGCHIMU"
"LAGCHIMU_20191114_230000",0.333333333333333,1,20,23,11,2019,"LAGCHIMU"
"LAGCHIMU_20191115_000000",0.333333333333333,1,20,0,11,2019,"LAGCHIMU"
"LAGCHIMU_20191115_010000",0,0,20,1,11,2019,"LAGCHIMU"
"LAGCHIMU_20191115_020000",0.666666666666667,2,20,2,11,2019,"LAGCHIMU"
"LAGCHIMU_20191115_030000",0,0,20,3,11,2019,"LAGCHIMU"
"LAGCHIMU_20191115_040000",1.33333333333333,4,20,4,11,2019,"LAGCHIMU"
"LAGCHIMU_20191115_170000",1,3,20,17,11,2019,"LAGCHIMU"
"LAGCHIMU_20191115_180000",2.66666666666667,8,20,18,11,2019,"LAGCHIMU"
"LAGCHIMU_20191115_190000",0,0,20,19,11,2019,"LAGCHIMU"
"LAGCHIMU_20191115_200000",0,0,20,20,11,2019,"LAGCHIMU"
"LAGCHIMU_20191115_210000",0.666666666666667,2,20,21,11,2019,"LAGCHIMU"
"LAGCHIMU_20191115_220000",2.33333333333333,7,20,22,11,2019,"LAGCHIMU"
"LAGCHIMU_20191115_230000",2,6,20,23,11,2019,"LAGCHIMU"
"LAGCHIMU_20191116_000000",0,0,20,0,11,2019,"LAGCHIMU"
"LAGCHIMU_20191116_010000",0,0,20,1,11,2019,"LAGCHIMU"
"LAGCHIMU_20191116_020000",0,0,20,2,11,2019,"LAGCHIMU"
"LAGCHIMU_20191116_030000",1,3,20,3,11,2019,"LAGCHIMU"
"LAGCHIMU_20191116_040000",1.66666666666667,5,20,4,11,2019,"LAGCHIMU"
"LAGCHIMU_20191116_170000",3.66666666666667,11,20,17,11,2019,"LAGCHIMU"
"LAGCHIMU_20191116_180000",0.666666666666667,2,20,18,11,2019,"LAGCHIMU"
"LAGCHIMU_20191116_190000",0,0,20,19,11,2019,"LAGCHIMU"
"LAGCHIMU_20191116_200000",0,0,20,20,11,2019,"LAGCHIMU"
"LAGCHIMU_20191116_210000",1.66666666666667,5,20,21,11,2019,"LAGCHIMU"
"LAGCHIMU_20191116_220000",3.66666666666667,11,20,22,11,2019,"LAGCHIMU"
"LAGCHIMU_20191116_230000",1,3,20,23,11,2019,"LAGCHIMU"
"LAGCHIMU_20191117_000000",0.333333333333333,1,20,0,11,2019,"LAGCHIMU"
"LAGCHIMU_20191117_010000",0,0,20,1,11,2019,"LAGCHIMU"
"LAGCHIMU_20191117_020000",0,0,20,2,11,2019,"LAGCHIMU"
"LAGCHIMU_20191117_030000",1.33333333333333,4,20,3,11,2019,"LAGCHIMU"
"LAGCHIMU_20191117_040000",3.66666666666667,11,20,4,11,2019,"LAGCHIMU"
"LAGCHIMU_20191117_170000",0,0,20,17,11,2019,"LAGCHIMU"
"LAGCHIMU_20191117_180000",0.333333333333333,1,20,18,11,2019,"LAGCHIMU"
"LAGCHIMU_20191117_190000",0,0,20,19,11,2019,"LAGCHIMU"
"LAGCHIMU_20191117_200000",0.333333333333333,1,20,20,11,2019,"LAGCHIMU"
"LAGCHIMU_20191117_210000",0.333333333333333,1,20,21,11,2019,"LAGCHIMU"
"LAGCHIMU_20191117_220000",1.33333333333333,4,20,22,11,2019,"LAGCHIMU"
"LAGCHIMU_20191117_230000",1,3,20,23,11,2019,"LAGCHIMU"
"LAGCHIMU_20191118_000000",1,3,20,0,11,2019,"LAGCHIMU"
"LAGCHIMU_20191118_010000",7.33333333333333,22,20,1,11,2019,"LAGCHIMU"
"LAGCHIMU_20191118_020000",0,0,20,2,11,2019,"LAGCHIMU"
"LAGCHIMU_20191118_030000",0,0,20,3,11,2019,"LAGCHIMU"
"LAGCHIMU_20191118_040000",0,0,20,4,11,2019,"LAGCHIMU"
"LAGCHIMU_20191118_170000",0,0,20,17,11,2019,"LAGCHIMU"
"LAGCHIMU_20191118_180000",0,0,20,18,11,2019,"LAGCHIMU"
"LAGCHIMU_20191118_190000",0,0,20,19,11,2019,"LAGCHIMU"
"LAGCHIMU_20191118_200000",0,0,20,20,11,2019,"LAGCHIMU"
"LAGCHIMU_20191118_210000",0,0,20,21,11,2019,"LAGCHIMU"
"LAGCHIMU_20191118_220000",0,0,20,22,11,2019,"LAGCHIMU"
"LAGCHIMU_20191118_230000",1,3,20,23,11,2019,"LAGCHIMU"
"LAGCHIMU_20191119_000000",0.666666666666667,2,20,0,11,2019,"LAGCHIMU"
"LAGCHIMU_20191119_010000",0.333333333333333,1,20,1,11,2019,"LAGCHIMU"
"LAGCHIMU_20191119_020000",1,3,20,2,11,2019,"LAGCHIMU"
"LAGCHIMU_20191119_030000",3.33333333333333,10,20,3,11,2019,"LAGCHIMU"
"LAGCHIMU_20191119_040000",0,0,20,4,11,2019,"LAGCHIMU"
"LAGCHIMU_20191119_170000",0.333333333333333,1,20,17,11,2019,"LAGCHIMU"
"LAGCHIMU_20191119_180000",3.33333333333333,10,20,18,11,2019,"LAGCHIMU"
"LAGCHIMU_20191119_190000",2.66666666666667,8,20,19,11,2019,"LAGCHIMU"
"LAGCHIMU_20191119_200000",0,0,20,20,11,2019,"LAGCHIMU"
"LAGCHIMU_20191119_210000",1.66666666666667,5,20,21,11,2019,"LAGCHIMU"
"LAGCHIMU_20191119_220000",0,0,20,22,11,2019,"LAGCHIMU"
"LAGCHIMU_20191119_230000",0,0,20,23,11,2019,"LAGCHIMU"
"LAGCHIMU_20191120_000000",0,0,20,0,11,2019,"LAGCHIMU"
"LAGCHIMU_20191120_010000",0,0,20,1,11,2019,"LAGCHIMU"
"LAGCHIMU_20191120_020000",0,0,20,2,11,2019,"LAGCHIMU"
"LAGCHIMU_20191120_030000",0.333333333333333,1,20,3,11,2019,"LAGCHIMU"
"LAGCHIMU_20191120_040000",1,3,20,4,11,2019,"LAGCHIMU"
"LAGCHIMU_20191120_170000",4.66666666666667,14,20,17,11,2019,"LAGCHIMU"
"LAGCHIMU_20191120_180000",4.66666666666667,14,20,18,11,2019,"LAGCHIMU"
"LAGCHIMU_20191120_190000",3.33333333333333,10,20,19,11,2019,"LAGCHIMU"
"LAGCHIMU_20191120_200000",1.66666666666667,5,20,20,11,2019,"LAGCHIMU"
"LAGCHIMU_20191120_210000",1,3,20,21,11,2019,"LAGCHIMU"
"LAGCHIMU_20191120_220000",0,0,20,22,11,2019,"LAGCHIMU"
"LAGCHIMU_20191125_170000",0,0,20,17,11,2019,"LAGCHIMU"
"LAGCHIMU_20191125_180000",2.33333333333333,7,20,18,11,2019,"LAGCHIMU"
"LAGCHIMU_20191125_190000",4,12,20,19,11,2019,"LAGCHIMU"
"LAGCHIMU_20191125_200000",1,3,20,20,11,2019,"LAGCHIMU"
"LAGCHIMU_20191125_210000",1.66666666666667,5,20,21,11,2019,"LAGCHIMU"
"LAGCHIMU_20191125_220000",1.66666666666667,5,20,22,11,2019,"LAGCHIMU"
"LAGCHIMU_20191125_230000",0.333333333333333,1,20,23,11,2019,"LAGCHIMU"
"LAGCHIMU_20191126_000000",0,0,20,0,11,2019,"LAGCHIMU"
"LAGCHIMU_20191126_010000",0,0,20,1,11,2019,"LAGCHIMU"
"LAGCHIMU_20191126_020000",0,0,20,2,11,2019,"LAGCHIMU"
"LAGCHIMU_20191126_030000",0,0,20,3,11,2019,"LAGCHIMU"
"LAGCHIMU_20191126_040000",5.66666666666667,17,20,4,11,2019,"LAGCHIMU"
"LAGCHIMU_20191126_170000",1.33333333333333,4,20,17,11,2019,"LAGCHIMU"
"LAGCHIMU_20191126_180000",7,21,20,18,11,2019,"LAGCHIMU"
"LAGCHIMU_20191126_190000",2.33333333333333,7,20,19,11,2019,"LAGCHIMU"
"LAGCHIMU_20191126_200000",0.666666666666667,2,20,20,11,2019,"LAGCHIMU"
"LAGCHIMU_20191126_210000",7.33333333333333,22,20,21,11,2019,"LAGCHIMU"
"LAGCHIMU_20191126_220000",0,0,20,22,11,2019,"LAGCHIMU"
"LAGCHIMU_20191126_230000",1.33333333333333,4,20,23,11,2019,"LAGCHIMU"
"LAGCHIMU_20191127_000000",3,9,20,0,11,2019,"LAGCHIMU"
"LAGCHIMU_20191127_010000",0,0,20,1,11,2019,"LAGCHIMU"
"LAGCHIMU_20191127_020000",1.33333333333333,4,20,2,11,2019,"LAGCHIMU"
"LAGCHIMU_20191127_030000",0,0,20,3,11,2019,"LAGCHIMU"
"LAGCHIMU_20191127_040000",0.333333333333333,1,20,4,11,2019,"LAGCHIMU"
"LAGCHIMU_20191127_170000",0,0,20,17,11,2019,"LAGCHIMU"
"LAGCHIMU_20191127_180000",3.33333333333333,10,20,18,11,2019,"LAGCHIMU"
"LAGCHIMU_20191127_190000",9.33333333333333,28,20,19,11,2019,"LAGCHIMU"
"LAGCHIMU_20191127_200000",13.3333333333333,40,20,20,11,2019,"LAGCHIMU"
"LAGCHIMU_20191127_210000",10,30,20,21,11,2019,"LAGCHIMU"
"LAGCHIMU_20191127_220000",1,3,20,22,11,2019,"LAGCHIMU"
"LAGCHIMU_20191127_230000",0,0,20,23,11,2019,"LAGCHIMU"
"LAGCHIMU_20191128_000000",0,0,20,0,11,2019,"LAGCHIMU"
"LAGCHIMU_20191128_010000",3,9,20,1,11,2019,"LAGCHIMU"
"LAGCHIMU_20191128_020000",0,0,20,2,11,2019,"LAGCHIMU"
"LAGCHIMU_20191128_030000",0,0,20,3,11,2019,"LAGCHIMU"
"LAGCHIMU_20191128_040000",2.33333333333333,7,20,4,11,2019,"LAGCHIMU"
"LAGCHIMU_20191128_170000",0,0,20,17,11,2019,"LAGCHIMU"
"LAGCHIMU_20191128_180000",0,0,20,18,11,2019,"LAGCHIMU"
"LAGCHIMU_20191128_190000",0,0,20,19,11,2019,"LAGCHIMU"
"LAGCHIMU_20191128_200000",0.666666666666667,2,20,20,11,2019,"LAGCHIMU"
"LAGCHIMU_20191128_210000",0,0,20,21,11,2019,"LAGCHIMU"
"LAGCHIMU_20191128_220000",0,0,20,22,11,2019,"LAGCHIMU"
"LAGCHIMU_20191128_230000",0,0,20,23,11,2019,"LAGCHIMU"
"LAGCHIMU_20191129_000000",0,0,20,0,11,2019,"LAGCHIMU"
"LAGCHIMU_20191129_010000",1,3,20,1,11,2019,"LAGCHIMU"
"LAGCHIMU_20191129_020000",0,0,20,2,11,2019,"LAGCHIMU"
"LAGCHIMU_20191129_030000",0.666666666666667,2,20,3,11,2019,"LAGCHIMU"
"LAGCHIMU_20191129_040000",11,33,20,4,11,2019,"LAGCHIMU"
"LAGCHIMU_20191129_170000",0,0,20,17,11,2019,"LAGCHIMU"
"LAGCHIMU_20191129_180000",0,0,20,18,11,2019,"LAGCHIMU"
"LAGCHIMU_20191129_190000",0,0,20,19,11,2019,"LAGCHIMU"
"LAGCHIMU_20191129_200000",0,0,20,20,11,2019,"LAGCHIMU"
"LAGCHIMU_20191129_210000",3.66666666666667,11,20,21,11,2019,"LAGCHIMU"
"LAGCHIMU_20191129_220000",0,0,20,22,11,2019,"LAGCHIMU"
"LAGCHIMU_20191129_230000",1.66666666666667,5,20,23,11,2019,"LAGCHIMU"
"LAGCHIMU_20191130_000000",0,0,20,0,11,2019,"LAGCHIMU"
"LAGCHIMU_20191130_010000",0,0,20,1,11,2019,"LAGCHIMU"
"LAGCHIMU_20191130_020000",0,0,20,2,11,2019,"LAGCHIMU"
"LAGCHIMU_20191130_030000",0,0,20,3,11,2019,"LAGCHIMU"
"LAGCHIMU_20191130_040000",0,0,20,4,11,2019,"LAGCHIMU"
"LAGCHIMU_20191130_170000",0,0,20,17,11,2019,"LAGCHIMU"
"LAGCHIMU_20191130_180000",2,6,20,18,11,2019,"LAGCHIMU"
"LAGCHIMU_20191130_190000",2.33333333333333,7,20,19,11,2019,"LAGCHIMU"
"LAGCHIMU_20191130_200000",0.333333333333333,1,20,20,11,2019,"LAGCHIMU"
"LAGCHIMU_20191130_210000",0.333333333333333,1,20,21,11,2019,"LAGCHIMU"
"LAGCHIMU_20191130_220000",0,0,20,22,11,2019,"LAGCHIMU"
"LAGCHIMU_20191130_230000",0,0,20,23,11,2019,"LAGCHIMU"
"LAGCHIMU_20191201_000000",0,0,20,0,12,2019,"LAGCHIMU"
"LAGCHIMU_20191201_010000",0,0,20,1,12,2019,"LAGCHIMU"
"LAGCHIMU_20191201_020000",0,0,20,2,12,2019,"LAGCHIMU"
"LAGCHIMU_20191201_030000",0,0,20,3,12,2019,"LAGCHIMU"
"LAGCHIMU_20191201_040000",0.333333333333333,1,20,4,12,2019,"LAGCHIMU"
"LAGCHIMU_20191201_170000",0,0,20,17,12,2019,"LAGCHIMU"
"LAGCHIMU_20191201_180000",5.66666666666667,17,20,18,12,2019,"LAGCHIMU"
"LAGCHIMU_20191201_190000",3,9,20,19,12,2019,"LAGCHIMU"
"LAGCHIMU_20191201_200000",0.666666666666667,2,20,20,12,2019,"LAGCHIMU"
"LAGCHIMU_20191201_210000",0,0,20,21,12,2019,"LAGCHIMU"
"LAGCHIMU_20191201_220000",2.33333333333333,7,20,22,12,2019,"LAGCHIMU"
"LAGCHIMU_20191201_230000",0.333333333333333,1,20,23,12,2019,"LAGCHIMU"
"LAGCHIMU_20191202_000000",0,0,20,0,12,2019,"LAGCHIMU"
"LAGCHIMU_20191202_010000",0,0,20,1,12,2019,"LAGCHIMU"
"LAGCHIMU_20191202_020000",0,0,20,2,12,2019,"LAGCHIMU"
"LAGCHIMU_20191202_030000",0,0,20,3,12,2019,"LAGCHIMU"
"LAGCHIMU_20191202_040000",0,0,20,4,12,2019,"LAGCHIMU"
"LAGCHIMU_20191202_170000",0,0,20,17,12,2019,"LAGCHIMU"
"LAGCHIMU_20191202_180000",1.66666666666667,5,20,18,12,2019,"LAGCHIMU"
"LAGCHIMU_20191202_190000",2.33333333333333,7,20,19,12,2019,"LAGCHIMU"
"LAGCHIMU_20191202_200000",1.33333333333333,4,20,20,12,2019,"LAGCHIMU"
"LAGCHIMU_20191202_210000",8.66666666666667,26,20,21,12,2019,"LAGCHIMU"
"LAGCHIMU_20191202_220000",0,0,20,22,12,2019,"LAGCHIMU"
"LAGCHIMU_20191202_230000",0.666666666666667,2,20,23,12,2019,"LAGCHIMU"
"LAGCHIMU_20191203_000000",0.333333333333333,1,20,0,12,2019,"LAGCHIMU"
"LAGCHIMU_20191203_010000",1,3,20,1,12,2019,"LAGCHIMU"
"LAGCHIMU_20191203_020000",0,0,20,2,12,2019,"LAGCHIMU"
"LAGCHIMU_20191203_030000",0,0,20,3,12,2019,"LAGCHIMU"
"LAGCHIMU_20191203_040000",0.333333333333333,1,20,4,12,2019,"LAGCHIMU"
"LAGCHIMU_20191203_170000",3,9,20,17,12,2019,"LAGCHIMU"
"LAGCHIMU_20191203_180000",3.33333333333333,10,20,18,12,2019,"LAGCHIMU"
"LAGCHIMU_20191203_190000",1.66666666666667,5,20,19,12,2019,"LAGCHIMU"
"LAGCHIMU_20191203_200000",3,9,20,20,12,2019,"LAGCHIMU"
"LAGCHIMU_20191203_210000",3,9,20,21,12,2019,"LAGCHIMU"
"LAGCHIMU_20191203_220000",0,0,20,22,12,2019,"LAGCHIMU"
"LAGCHIMU_20191203_230000",1,3,20,23,12,2019,"LAGCHIMU"
"LAGCHIMU_20191204_000000",0,0,20,0,12,2019,"LAGCHIMU"
"LAGCHIMU_20191204_010000",0,0,20,1,12,2019,"LAGCHIMU"
"LAGCHIMU_20191204_020000",1.66666666666667,5,20,2,12,2019,"LAGCHIMU"
"LAGCHIMU_20191204_030000",0,0,20,3,12,2019,"LAGCHIMU"
"LAGCHIMU_20191204_040000",3.33333333333333,10,20,4,12,2019,"LAGCHIMU"
"LAGCHIMU_20191204_170000",0,0,20,17,12,2019,"LAGCHIMU"
"LAGCHIMU_20191204_180000",0.333333333333333,1,20,18,12,2019,"LAGCHIMU"
"LAGCHIMU_20191204_190000",0,0,20,19,12,2019,"LAGCHIMU"
"LAGCHIMU_20191204_200000",2,6,20,20,12,2019,"LAGCHIMU"
"LAGCHIMU_20191204_210000",0,0,20,21,12,2019,"LAGCHIMU"
"LAGCHIMU_20191204_220000",0,0,20,22,12,2019,"LAGCHIMU"
"LAGCHIMU_20191204_230000",0,0,20,23,12,2019,"LAGCHIMU"
"LAGCHIMU_20191205_000000",0,0,20,0,12,2019,"LAGCHIMU"
"LAGCHIMU_20191205_010000",0,0,20,1,12,2019,"LAGCHIMU"
"LAGCHIMU_20191205_020000",0,0,20,2,12,2019,"LAGCHIMU"
"LAGCHIMU_20191205_030000",0.333333333333333,1,20,3,12,2019,"LAGCHIMU"
"LAGCHIMU_20191205_040000",0,0,20,4,12,2019,"LAGCHIMU"
"LAGCHIMU_20191205_170000",0,0,20,17,12,2019,"LAGCHIMU"
"LAGCHIMU_20191205_180000",2.33333333333333,7,20,18,12,2019,"LAGCHIMU"
"LAGCHIMU_20191205_190000",1.33333333333333,4,20,19,12,2019,"LAGCHIMU"
"LAGCHIMU_20191205_200000",2.66666666666667,8,20,20,12,2019,"LAGCHIMU"
"LAGCHIMU_20191205_210000",1,3,20,21,12,2019,"LAGCHIMU"
"LAGCHIMU_20191205_220000",0,0,20,22,12,2019,"LAGCHIMU"
"LAGCHIMU_20191205_230000",0.333333333333333,1,20,23,12,2019,"LAGCHIMU"
"LAGCHIMU_20191206_000000",0.666666666666667,2,20,0,12,2019,"LAGCHIMU"
"LAGCHIMU_20191206_010000",0.666666666666667,2,20,1,12,2019,"LAGCHIMU"
"LAGCHIMU_20191206_020000",0,0,20,2,12,2019,"LAGCHIMU"
"LAGCHIMU_20191206_030000",0,0,20,3,12,2019,"LAGCHIMU"
"LAGCHIMU_20191206_040000",0,0,20,4,12,2019,"LAGCHIMU"
"LAGCHIMU_20191206_170000",0,0,20,17,12,2019,"LAGCHIMU"
"LAGCHIMU_20191206_180000",5,15,20,18,12,2019,"LAGCHIMU"
"LAGCHIMU_20191206_190000",5.66666666666667,17,20,19,12,2019,"LAGCHIMU"
"LAGCHIMU_20191206_200000",0,0,20,20,12,2019,"LAGCHIMU"
"LAGCHIMU_20191206_210000",0,0,20,21,12,2019,"LAGCHIMU"
"LAGCHIMU_20191206_220000",0.333333333333333,1,20,22,12,2019,"LAGCHIMU"
"LAGCHIMU_20191206_230000",0,0,20,23,12,2019,"LAGCHIMU"
"LAGCHIMU_20191207_000000",0,0,20,0,12,2019,"LAGCHIMU"
"LAGCHIMU_20191207_010000",0,0,20,1,12,2019,"LAGCHIMU"
"LAGCHIMU_20191207_020000",0,0,20,2,12,2019,"LAGCHIMU"
"LAGCHIMU_20191207_030000",0,0,20,3,12,2019,"LAGCHIMU"
"LAGCHIMU_20191207_040000",0,0,20,4,12,2019,"LAGCHIMU"
"LAGCHIMU_20191207_170000",2,6,20,17,12,2019,"LAGCHIMU"
"LAGCHIMU_20191207_180000",1.33333333333333,4,20,18,12,2019,"LAGCHIMU"
"LAGCHIMU_20191207_190000",0.666666666666667,2,20,19,12,2019,"LAGCHIMU"
"LAGCHIMU_20191207_200000",0.666666666666667,2,20,20,12,2019,"LAGCHIMU"
"LAGCHIMU_20191207_210000",1.33333333333333,4,20,21,12,2019,"LAGCHIMU"
"LAGCHIMU_20191207_220000",0.333333333333333,1,20,22,12,2019,"LAGCHIMU"
"LAGCHIMU_20191207_230000",0,0,20,23,12,2019,"LAGCHIMU"
"LAGCHIMU_20191208_000000",0,0,20,0,12,2019,"LAGCHIMU"
"LAGCHIMU_20191208_010000",0,0,20,1,12,2019,"LAGCHIMU"
"LAGCHIMU_20191208_020000",0,0,20,2,12,2019,"LAGCHIMU"
"LAGCHIMU_20191208_030000",0,0,20,3,12,2019,"LAGCHIMU"
"LAGCHIMU_20191208_040000",0.333333333333333,1,20,4,12,2019,"LAGCHIMU"
"LAGCHIMU_20191208_170000",0.333333333333333,1,20,17,12,2019,"LAGCHIMU"
"LAGCHIMU_20191208_180000",0,0,20,18,12,2019,"LAGCHIMU"
"LAGCHIMU_20191208_190000",0.666666666666667,2,20,19,12,2019,"LAGCHIMU"
"LAGCHIMU_20191208_200000",1.66666666666667,5,20,20,12,2019,"LAGCHIMU"
"LAGCHIMU_20191208_210000",0,0,20,21,12,2019,"LAGCHIMU"
"LAGCHIMU_20191208_220000",0.333333333333333,1,20,22,12,2019,"LAGCHIMU"
"LAGCHIMU_20191208_230000",0,0,20,23,12,2019,"LAGCHIMU"
"LAGCHIMU_20191209_000000",0,0,20,0,12,2019,"LAGCHIMU"
"LAGCHIMU_20191209_010000",0,0,20,1,12,2019,"LAGCHIMU"
"LAGCHIMU_20191209_020000",0,0,20,2,12,2019,"LAGCHIMU"
"LAGCHIMU_20191209_030000",0,0,20,3,12,2019,"LAGCHIMU"
"LAGCHIMU_20191209_040000",0,0,20,4,12,2019,"LAGCHIMU"
