"sound.files","count","site","date","year","month","day","time","hour"
"LAGCHIMU_20200113_030000_5min_cut.wav",0,"LAGCHIMU","20200113",2020,1,13,"030000",3
"LAGCHIMU_20200116_170000_5min_cut.wav",0,"LAGCHIMU","20200116",2020,1,16,"170000",17
"LAGCHIMU_20200119_180000_5min_cut.wav",0,"LAGCHIMU","20200119",2020,1,19,"180000",18
"SUKIA_20200114_170000_5min_cut.wav",0,"SUKIA","20200114",2020,1,14,"170000",17
"SUKIA_20200120_190000_5min_cut.wav",0,"SUKIA","20200120",2020,1,20,"190000",19
"LAGCHIMU_20200117_210000_5min_cut.wav",0,"LAGCHIMU","20200117",2020,1,17,"210000",21
"SUKIA_20200118_200000_5min_cut.wav",0,"SUKIA","20200118",2020,1,18,"200000",20
"LAGCHIMU_20200116_020000_5min_cut.wav",0,"LAGCHIMU","20200116",2020,1,16,"020000",2
"LAGCHIMU_20200116_040000_5min_cut.wav",0,"LAGCHIMU","20200116",2020,1,16,"040000",4
"LAGCHIMU_20200123_180000_5min_cut.wav",0,"LAGCHIMU","20200123",2020,1,23,"180000",18
"LAGCHIMU_20200121_230000_5min_cut.wav",0,"LAGCHIMU","20200121",2020,1,21,"230000",23
"SUKIA_20200131_170000_5min_cut.wav",0,"SUKIA","20200131",2020,1,31,"170000",17
"SUKIA_20200210_180000_5min_cut.wav",0,"SUKIA","20200210",2020,2,10,"180000",18
"SUKIA_20200211_170000_5min_cut.wav",0,"SUKIA","20200211",2020,2,11,"170000",17
"LAGCHIMU_20200223_180000_5min_cut.wav",0,"LAGCHIMU","20200223",2020,2,23,"180000",18
"LAGCHIMU_20200223_200000_5min_cut.wav",0,"LAGCHIMU","20200223",2020,2,23,"200000",20
"LAGCHIMU_20200224_000000_5min_cut.wav",0,"LAGCHIMU","20200224",2020,2,24,"000000",0
"LAGCHIMU_20200225_000000_5min_cut.wav",0,"LAGCHIMU","20200225",2020,2,25,"000000",0
"LAGCHIMU_20200225_030000_5min_cut.wav",0,"LAGCHIMU","20200225",2020,2,25,"030000",3
"LAGCHIMU_20200224_040000_5min_cut.wav",0,"LAGCHIMU","20200224",2020,2,24,"040000",4
"LAGCHIMU_20200227_170000_5min_cut.wav",0,"LAGCHIMU","20200227",2020,2,27,"170000",17
"LAGCHIMU_20200229_170000_5min_cut.wav",0,"LAGCHIMU","20200229",2020,2,29,"170000",17
"LAGCHIMU_20200229_220000_5min_cut.wav",0,"LAGCHIMU","20200229",2020,2,29,"220000",22
"LAGCHIMU_20200301_220000_5min_cut.wav",0,"LAGCHIMU","20200301",2020,3,1,"220000",22
"LAGCHIMU_20200227_010000_5min_cut.wav",0,"LAGCHIMU","20200227",2020,2,27,"010000",1
"LAGCHIMU_20200226_000000_5min_cut.wav",0,"LAGCHIMU","20200226",2020,2,26,"000000",0
"LAGCHIMU_20200303_040000_5min_cut.wav",0,"LAGCHIMU","20200303",2020,3,3,"040000",4
"LAGCHIMU_20200226_020000_5min_cut.wav",0,"LAGCHIMU","20200226",2020,2,26,"020000",2
"LAGCHIMU_20200308_180000_5min_cut.wav",0,"LAGCHIMU","20200308",2020,3,8,"180000",18
"LAGCHIMU_20200307_170000_5min_cut.wav",0,"LAGCHIMU","20200307",2020,3,7,"170000",17
"LAGCHIMU_20200309_220000_5min_cut.wav",0,"LAGCHIMU","20200309",2020,3,9,"220000",22
"LAGCHIMU_20200307_200000_5min_cut.wav",0,"LAGCHIMU","20200307",2020,3,7,"200000",20
"LAGCHIMU_20200306_000000_5min_cut.wav",0,"LAGCHIMU","20200306",2020,3,6,"000000",0
"LAGCHIMU_20200304_000000_5min_cut.wav",0,"LAGCHIMU","20200304",2020,3,4,"000000",0
"LAGCHIMU_20200306_040000_5min_cut.wav",0,"LAGCHIMU","20200306",2020,3,6,"040000",4
"LAGCHIMU_20200306_030000_5min_cut.wav",0,"LAGCHIMU","20200306",2020,3,6,"030000",3
"LAGCHIMU_20190401_170000_dummy_data.wav",0,"LAGCHIMU","20190401",2019,4,1,"170000",17
"LAGCHIMU_20190501_170000_dummy_data.wav",0,"LAGCHIMU","20190501",2019,5,1,"170000",17
"LAGCHIMU_20190601_170000_dummy_data.wav",0,"LAGCHIMU","20190601",2019,6,1,"170000",17
"LAGCHIMU_20200401_170000_dummy_data.wav",0,"LAGCHIMU","20200401",2020,4,1,"170000",17
"LAGCHIMU_20200501_170000_dummy_data.wav",0,"LAGCHIMU","20200501",2020,5,1,"170000",17
"LAGCHIMU_20200601_170000_dummy_data.wav",0,"LAGCHIMU","20200601",2020,6,1,"170000",17
"SUKIA_20190301_170000_dummy_data.wav",0,"SUKIA","20190301",2019,3,1,"170000",17
"SUKIA_20190401_170000_dummy_data.wav",0,"SUKIA","20190401",2019,4,1,"170000",17
"SUKIA_20190501_170000_dummy_data.wav",0,"SUKIA","20190501",2019,5,1,"170000",17
"SUKIA_20190601_170000_dummy_data.wav",0,"SUKIA","20190601",2019,6,1,"170000",17
"SUKIA_20190701_170000_dummy_data.wav",0,"SUKIA","20190701",2019,7,1,"170000",17
"SUKIA_20200301_170000_dummy_data.wav",0,"SUKIA","20200301",2020,3,1,"170000",17
"SUKIA_20200401_170000_dummy_data.wav",0,"SUKIA","20200401",2020,4,1,"170000",17
"SUKIA_20200501_170000_dummy_data.wav",0,"SUKIA","20200501",2020,5,1,"170000",17
"SUKIA_20200601_170000_dummy_data.wav",0,"SUKIA","20200601",2020,6,1,"170000",17
"SUKIA_20200701_170000_dummy_data.wav",0,"SUKIA","20200701",2020,7,1,"170000",17
